kW,kVAr
178.1144634,73.70253659
118.1215957,52.70040426
127.9453,54.8337
103.9513359,51.67866412
116.142585,52.49041503
132.6,59.67
108.3463636,50.56163636
98.6297561,48.4182439
149.7417799,59.27922009
165.7855233,53.56147674
148.1521086,49.17389137
177.4791351,57.04686486
196.7795455,71.21545455
185.4859309,67.33606905
208.0744586,75.09454144
196.6027753,76.16422474
176.0968939,68.58510606
196.0153125,72.8056875
153.5580229,60.80897708
148.5996501,52.55734992
212.29004,67.03896
196.7461614,62.83183863
209.2855479,68.49345205
183.3210026,62.58199743
198.6506546,76.35634537
195.8992897,77.74271026
163.4845509,67.83844914
